148550,148550,148550
128638,128638,128638
227514,227514,227514
128638,128638,128638
227514,227514,227514
012028,012028,012028
148550,148550,148550
920850,920850,920850
014383,014383,014383
214834,214834,214834
072825,072825,072825
072825,072825,072825
038506,038506,038506
012946,012946,012946
212161,212161,212161
072825,072825,072825
212161,212161,212161
012946,012946,012946
608858,608858,608858
025638,025638,025638
608384,608384,608384
033902,033902,033902
025638,025638,025638
033902,033902,033902
025638,025638,025638
025638,025638,025638
608858,608858,608858
025638,025638,025638
608858,608858,608858
128638,128638,128638
148550,148550,148550
148550,148550,148550
128638,128638,128638
148550,148550,148550
148550,148550,148550
128638,128638,128638
148550,148550,148550
148550,148550,148550
148550,148550,148550
012028,012028,012028
148550,148550,148550
012028,012028,012028
012028,012028,012028
193063,193063,193063
193063,193063,193063
175313,175313,175313
142319,142319,142319
142319,142319,142319
175313,175313,175313
175313,175313,175313
175313,175313,175313
148550,148550,148550
148550,148550,148550
148550,148550,148550
227514,227514,227514
148550,148550,148550
148942,148942,148942
128638,128638,128638
606342,606342,606342
128638,128638,128638
128638,128638,128638
128638,128638,128638
012028,012028,012028
148550,148550,148550
128638,128638,128638
012028,012028,012028
148942,148942,148942
012028,012028,012028
148550,148550,148550
148550,148550,148550
142319,142319,142319
142319,142319,142319
232204,232204,232204
219972,219972,219972
237554,237554,237554
237554,237554,237554
183555,183555,183555
032489,032489,032489
606673,606673,606673
219877,219877,219877
025638,025638,025638
606673,606673,606673
033902,033902,033902
219877,219877,219877
168987,168987,168987
168987,168987,168987
012028,012028,012028
606342,606342,606342
174332,174332,174332
012028,012028,012028
227514,227514,227514
230986,230986,230986
221818,221818,221818
221905,221905,221905
221818,221818,221818
063265,063265,063265
608364,608364,608364
608364,608364,608364
013401,013401,013401
608364,608364,608364
608364,608364,608364
608364,608364,608364
608364,608364,608364
025752,025752,025752
025752,025752,025752
025752,025752,025752
025752,025752,025752
193063,193063,193063
033902,033902,033902
025638,025638,025638
033902,033902,033902
214854,214854,214854
168987,168987,168987
003960,003960,003960
128638,128638,128638
606342,606342,606342
148550,148550,148550
227514,227514,227514
606342,606342,606342
128638,128638,128638
012028,012028,012028
148550,148550,148550
012028,012028,012028
174332,174332,174332
148550,148550,148550
038506,038506,038506
038506,038506,038506
038506,038506,038506
038506,038506,038506
038506,038506,038506
214834,214834,214834
038506,038506,038506
214371,214371,214371
608364,608364,608364
608851,608851,608851
608851,608851,608851
608851,608851,608851
608851,608851,608851
608364,608364,608364
237554,237554,237554
025752,025752,025752
116363,116363,116363
193063,193063,193063
193063,193063,193063
033902,033902,033902
033902,033902,033902
608858,608858,608858
025638,025638,025638
025638,025638,025638
608858,608858,608858
608420,608420,608420
033902,033902,033902
025638,025638,025638
063265,063265,063265
063265,063265,063265
063265,063265,063265
221818,221818,221818
230986,230986,230986
221818,221818,221818
148550,148550,148550
227514,227514,227514
606342,606342,606342
148550,148550,148550
148550,148550,148550
227514,227514,227514
148550,148550,148550
148942,148942,148942
012946,012946,012946
012946,012946,012946
012946,012946,012946
032489,032489,032489
038506,038506,038506
038506,038506,038506
038506,038506,038506
038506,038506,038506
013401,013401,013401
608364,608364,608364
215538,215538,215538
214371,214371,214371
215538,215538,215538
227514,227514,227514
920906,920906,920906
148550,148550,148550
227514,227514,227514
606342,606342,606342
227514,227514,227514
148550,148550,148550
606342,606342,606342
148550,148550,148550
148550,148550,148550
236784,236784,236784
606673,606673,606673
608858,608858,608858
608858,608858,608858
608858,608858,608858
608858,608858,608858
608858,608858,608858
038506,038506,038506
072825,072825,072825
072825,072825,072825
148447,148447,148447
196244,196244,196244
214371,214371,214371
608364,608364,608364
608364,608364,608364
608364,608364,608364
215438,215438,215438
215438,215438,215438
221905,221905,221905
221905,221905,221905
221905,221905,221905
037452,037452,037452
221905,221905,221905
230986,230986,230986
221818,221818,221818
236784,236784,236784
236784,236784,236784
148550,148550,148550
174332,174332,174332
148550,148550,148550
227514,227514,227514
148550,148550,148550
148550,148550,148550
920906,920906,920906
025638,025638,025638
219877,219877,219877
033902,033902,033902
033902,033902,033902
606673,606673,606673
219877,219877,219877
608858,608858,608858
219877,219877,219877
072825,072825,072825
038506,038506,038506
012946,012946,012946
012946,012946,012946
038506,038506,038506
012946,012946,012946
072825,072825,072825
038506,038506,038506
221818,221818,221818
221818,221818,221818
221905,221905,221905
221818,221818,221818
221818,221818,221818
608384,608384,608384
033902,033902,033902
025638,025638,025638
608384,608384,608384
608384,608384,608384
608384,608384,608384
148550,148550,148550
148550,148550,148550
227514,227514,227514
142319,142319,142319
142319,142319,142319
032847,032847,032847
214371,214371,214371
032847,032847,032847
214371,214371,214371
215538,215538,215538
215538,215538,215538
214371,214371,214371
215538,215538,215538
608364,608364,608364
072825,072825,072825
038506,038506,038506
012946,012946,012946
012946,012946,012946
038506,038506,038506
012946,012946,012946
012946,012946,012946
148550,148550,148550
128638,128638,128638
148550,148550,148550
148550,148550,148550
012028,012028,012028
012028,012028,012028
148550,148550,148550
214854,214854,214854
175313,175313,175313
175313,175313,175313
168987,168987,168987
142319,142319,142319
175313,175313,175313
063265,063265,063265
063265,063265,063265
221818,221818,221818
214371,214371,214371
032847,032847,032847
032847,032847,032847
608384,608384,608384
033902,033902,033902
608420,608420,608420
025638,025638,025638
072825,072825,072825
038506,038506,038506
032489,032489,032489
212304,212304,212304
038506,038506,038506
012946,012946,012946
072825,072825,072825
175313,175313,175313
214854,214854,214854
175313,175313,175313
003960,003960,003960
214854,214854,214854
003960,003960,003960
214854,214854,214854
230986,230986,230986
063265,063265,063265
072825,072825,072825
012946,012946,012946
012946,012946,012946
012946,012946,012946
012946,012946,012946
032489,032489,032489
038506,038506,038506
003960,003960,003960
168987,168987,168987
148550,148550,148550
012028,012028,012028
148550,148550,148550
012028,012028,012028
025638,025638,025638
025638,025638,025638
608858,608858,608858
606673,606673,606673
219877,219877,219877
033902,033902,033902
608420,608420,608420
012028,012028,012028
012028,012028,012028
012028,012028,012028
148550,148550,148550
012028,012028,012028
148550,148550,148550
214854,214854,214854
003960,003960,003960
033902,033902,033902
608420,608420,608420
148942,148942,148942
920906,920906,920906
148550,148550,148550
148942,148942,148942
148550,148550,148550
148550,148550,148550
606342,606342,606342
920906,920906,920906
920906,920906,920906
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
012028,012028,012028
148550,148550,148550
128638,128638,128638
148550,148550,148550
148550,148550,148550
016681,016681,016681
204531,204531,204531
227147,227147,227147
012028,012028,012028
227514,227514,227514
148550,148550,148550
148550,148550,148550
012028,012028,012028
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
606342,606342,606342
148550,148550,148550
148550,148550,148550
148550,148550,148550
176599,176599,176599
148550,148550,148550
148550,148550,148550
148550,148550,148550
606342,606342,606342
128638,128638,128638
148550,148550,148550
920906,920906,920906
227514,227514,227514
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
227514,227514,227514
227514,227514,227514
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
148550,148550,148550
227514,227514,227514
148550,148550,148550
608384,608384,608384
608858,608858,608858
608858,608858,608858
608384,608384,608384
608384,608384,608384
025638,025638,025638
025638,025638,025638
219877,219877,219877
148550,148550,148550
148550,148550,148550
148550,148550,148550
128638,128638,128638
227514,227514,227514
227514,227514,227514
227514,227514,227514
148550,148550,148550
148550,148550,148550
148550,148550,148550
227514,227514,227514
176599,176599,176599
148550,148550,148550
025638,025638,025638
608420,608420,608420
025638,025638,025638
033902,033902,033902
608420,608420,608420
219877,219877,219877
033902,033902,033902
608858,608858,608858
606673,606673,606673
033902,033902,033902
608858,608858,608858
033902,033902,033902
608858,608858,608858
174332,174332,174332
176599,176599,176599
148550,148550,148550
148550,148550,148550
012028,012028,012028
227514,227514,227514
128638,128638,128638
227514,227514,227514
148550,148550,148550
174332,174332,174332
236784,236784,236784
236784,236784,236784
236784,236784,236784
227147,227147,227147
204531,204531,204531
606632,606632,606632
204531,204531,204531
608420,608420,608420
033902,033902,033902
033902,033902,033902
606673,606673,606673
033902,033902,033902
608384,608384,608384
033902,033902,033902
236784,236784,236784
012028,012028,012028
148550,148550,148550
174332,174332,174332
148550,148550,148550
176599,176599,176599
227514,227514,227514
025638,025638,025638
204531,204531,204531
606632,606632,606632
606632,606632,606632
183555,183555,183555
183555,183555,183555
606632,606632,606632
227147,227147,227147
183555,183555,183555
183555,183555,183555
227147,227147,227147
227147,227147,227147
016681,016681,016681
016681,016681,016681
016681,016681,016681
016681,016681,016681
204531,204531,204531
606632,606632,606632
606632,606632,606632
204531,204531,204531
204531,204531,204531
